LATITUDE,LONGITUDE,BRIGHTNESS,ACQ_DATE,ACQ_TIME,suburb
-37.2152,148.4093,346.8,2019-12-30,346,YALMY
-37.2009,148.442,374.0,2019-12-30,346,DEDDICK VALLEY
-37.211999999999996,148.4413,371.1,2019-12-30,346,YALMY
-37.2261,148.4107,344.9,2019-12-30,346,YALMY
-37.1858,148.5726,336.5,2019-12-30,346,BONANG
-37.1943,148.5089,345.0,2019-12-30,346,DEDDICK VALLEY
-37.1948,148.5916,335.0,2019-12-30,346,BONANG
-37.2111,148.436,366.5,2019-12-30,346,YALMY
-37.1786,148.5354,356.7,2019-12-30,346,BONANG
-37.193000000000005,148.5029,356.1,2019-12-30,346,DEDDICK VALLEY
-37.2958,147.9267,445.4,2019-12-30,346,NUNNIONG
-37.3751,147.5543,338.3,2019-12-30,346,BROOKVILLE
-37.4117,147.5382,374.5,2019-12-30,346,MARTHAVALE
-37.3829,147.7241,381.7,2019-12-30,346,BROOKVILLE
-37.398,147.6868,351.7,2019-12-30,346,STIRLING
-37.3882,147.6675,391.8,2019-12-30,346,BROOKVILLE
-37.3801,147.6278,415.5,2019-12-30,346,BROOKVILLE
-37.0606,148.1328,355.7,2019-12-30,346,BRUMBY
-37.356,148.2462,419.8,2019-12-30,346,W TREE
-37.387,147.9266,366.9,2019-12-30,346,REEDY FLAT
-37.3449,148.2442,336.9,2019-12-30,346,W TREE
-37.3688,148.2302,378.6,2019-12-30,346,W TREE
-37.4226,147.6723,336.9,2019-12-30,346,STIRLING
-37.3732,147.704,363.5,2019-12-30,346,BROOKVILLE
-37.5069,147.6094,368.6,2019-12-30,346,DEPTFORD
-37.4673,147.908,381.7,2019-12-30,346,TIMBARRA
-37.4655,147.9273,331.1,2019-12-30,346,TIMBARRA
-37.4469,148.3514,317.6,2019-12-30,346,YALMY
-37.3544,148.2625,367.2,2019-12-30,346,W TREE
-37.4692,147.8881,343.4,2019-12-30,346,TIMBARRA
-37.3775,147.9057,403.4,2019-12-30,346,NUNNIONG
-37.3888,147.9072,371.3,2019-12-30,346,REEDY FLAT
-37.3756,147.9256,386.2,2019-12-30,346,NUNNIONG
-37.406,147.7261,434.9,2019-12-30,346,STIRLING
-37.4099,147.5575,328.0,2019-12-30,346,MARTHAVALE
-37.3944,147.7251,457.2,2019-12-30,346,BROOKVILLE
-37.39,147.6475,355.9,2019-12-30,346,BROOKVILLE
-37.4001,147.5368,351.6,2019-12-30,346,MARTHAVALE
-37.5086,147.5906,335.2,2019-12-30,346,DEPTFORD
-37.4579,148.3535,342.7,2019-12-30,346,YALMY
-37.5879,147.59,339.4,2019-12-30,346,DEPTFORD
-37.3911,147.7609,343.3,2019-12-30,346,BROOKVILLE
-37.3766,147.6667,357.2,2019-12-30,346,BROOKVILLE
-37.3698,147.7408,337.6,2019-12-30,346,BROOKVILLE
-37.3998,147.6673,408.7,2019-12-30,346,STIRLING
-37.4578,147.8867,358.6,2019-12-30,346,TIMBARRA
-37.3935,148.3202,347.4,2019-12-30,346,BUCHAN
-37.452,147.6992,344.2,2019-12-30,346,STIRLING
-37.4536,147.6814,335.6,2019-12-30,346,STIRLING
-37.3839,148.3036,467.3,2019-12-30,346,W TREE
-37.3781,148.2493,454.0,2019-12-30,346,W TREE
-37.3756,147.6974,365.9,2019-12-30,346,BROOKVILLE
-37.3738,147.7157,347.0,2019-12-30,346,BROOKVILLE
-37.3899,147.5491,329.8,2019-12-30,346,MARTHAVALE
-37.35,147.5999,348.8,2019-12-30,346,BROOKVILLE
-37.3166,147.9482,337.1,2019-12-30,346,NUNNIONG
-37.2229,148.4429,358.8,2019-12-30,346,YALMY
-37.2109,148.5639,344.1,2019-12-30,346,BONANG
-37.294000000000004,147.9453,402.8,2019-12-30,346,NUNNIONG
-37.1893,148.5602,345.0,2019-12-30,346,BONANG
-37.1894,148.5377,375.5,2019-12-30,346,BONANG
-37.1877,148.5542,384.6,2019-12-30,346,BONANG
-37.0955,148.1223,432.0,2019-12-30,346,WULGULMERANG WEST
-37.1949,148.4852,338.1,2019-12-30,346,DEDDICK VALLEY
-37.0939,148.1384,502.0,2019-12-30,346,WULGULMERANG WEST
-37.07,148.1521,503.9,2019-12-30,346,BRUMBY
-37.0594,148.1448,399.6,2019-12-30,346,BRUMBY
-37.0577,148.1613,430.8,2019-12-30,346,BRUMBY
-37.2416,148.5871,401.7,2019-12-30,346,BONANG
-37.184,148.4838,366.1,2019-12-30,346,DEDDICK VALLEY
-37.1855,148.4687,377.5,2019-12-30,346,DEDDICK VALLEY
-37.0732,148.1189,413.8,2019-12-30,346,BRUMBY
-37.0778,148.1872,449.6,2019-12-30,346,BRUMBY
-37.0887,148.1906,396.5,2019-12-30,346,BRUMBY
-37.0828,148.1367,464.2,2019-12-30,346,BRUMBY
-37.1179,148.1236,321.2,2019-12-30,346,WULGULMERANG WEST
-37.0843,148.1207,440.9,2019-12-30,346,BRUMBY
-37.0715,148.1364,424.8,2019-12-30,346,BRUMBY
-37.0668,148.1852,402.4,2019-12-30,346,BRUMBY
-37.059,148.1497,440.4,2019-12-30,346,BRUMBY
-37.0467,148.159,335.8,2019-12-30,346,BRUMBY
-37.1822,148.5007,340.0,2019-12-30,346,DEDDICK VALLEY
-37.1804,148.5188,329.7,2019-12-30,346,DEDDICK VALLEY
-36.9792,148.273,327.3,2019-12-30,346,SUGGAN BUGGAN
-36.9665,148.2884,367.2,2019-12-30,346,SUGGAN BUGGAN
-37.0685,148.1673,504.5,2019-12-30,346,BRUMBY
-37.0558,148.1828,334.6,2019-12-30,346,BRUMBY
-37.1067,148.123,375.7,2019-12-30,346,WULGULMERANG WEST
-37.0812,148.1526,437.7,2019-12-30,346,BRUMBY
-36.9681,148.27200000000002,348.8,2019-12-30,346,SUGGAN BUGGAN
-37.3763,148.2673,417.4,2019-12-30,346,W TREE
-37.2016,148.4201,363.4,2019-12-30,346,DEDDICK VALLEY
-37.3819,147.6087,386.8,2019-12-30,346,BROOKVILLE
-37.6938,145.075,336.5,2019-12-30,346,BUNDOORA
-37.4046,148.3265,372.6,2019-12-30,346,BUCHAN
-37.6847,145.1065,327.7,2019-12-30,346,GREENSBOROUGH
-37.4969,147.5902,330.7,2019-12-30,346,DEPTFORD
-36.9055,148.3207,329.2,2019-12-30,346,SUGGAN BUGGAN
-37.3671,148.2474,502.9,2019-12-30,346,W TREE
-37.4785,147.9107,328.9,2019-12-30,346,TIMBARRA
-37.056,148.1776,333.9,2019-12-30,346,BRUMBY
-37.4953,147.6076,345.9,2019-12-30,346,DEPTFORD
-37.3813,147.7419,360.5,2019-12-30,346,BROOKVILLE
-37.4015,147.6493,364.5,2019-12-30,346,STIRLING
-37.3928,147.7431,389.8,2019-12-30,346,BROOKVILLE
-37.1769,148.5524,354.8,2019-12-30,346,BONANG
-37.1909,148.5431,377.5,2019-12-30,346,BONANG
-37.2136,148.4248,367.4,2019-12-30,346,YALMY
-37.2513,148.3815,353.4,2019-12-30,346,YALMY
-37.2465,148.4291,338.7,2019-12-30,346,YALMY
-37.2075,148.5979,344.9,2019-12-30,346,BONANG
-37.3766,147.5657,347.0,2019-12-30,346,BROOKVILLE
-37.3635,147.5811,345.7,2019-12-30,346,BROOKVILLE
-37.3624,147.7134,335.1,2019-12-30,346,BROOKVILLE
-37.3606,147.7318,339.6,2019-12-30,346,BROOKVILLE
-37.3774,147.6787,363.1,2019-12-30,346,BROOKVILLE
-37.3601,147.7201,338.3,2019-12-30,346,BROOKVILLE
-37.3884,147.5369,319.1,2019-12-30,346,MARTHAVALE
-37.4341,147.6738,345.1,2019-12-30,346,STIRLING
-37.4121,148.0214,342.4,2019-12-30,346,BUCHAN
-37.4456,147.6757,331.6,2019-12-30,346,STIRLING
-37.4439,147.6938,348.2,2019-12-30,346,STIRLING
-37.4537,147.7126,335.8,2019-12-30,346,STIRLING
-37.4686,147.6784,325.9,2019-12-30,346,STIRLING
-37.6917,145.1023,332.3,2019-12-30,346,GREENSBOROUGH
-37.4634,147.7013,333.9,2019-12-30,346,STIRLING
-37.3936,148.325,343.9,2019-12-30,346,BUCHAN
-37.1998,148.4371,370.6,2019-12-30,346,DEDDICK VALLEY
-37.3984,147.5554,335.7,2019-12-30,346,MARTHAVALE
-37.3864,147.6864,349.2,2019-12-30,346,BROOKVILLE
-37.3749,147.6855,369.7,2019-12-30,346,BROOKVILLE
-37.3934,147.6107,336.7,2019-12-30,346,MARTHAVALE
-37.4077,147.7071,403.3,2019-12-30,346,STIRLING
-37.4113,147.6694,344.2,2019-12-30,346,STIRLING
-37.3846,147.7057,365.1,2019-12-30,346,BROOKVILLE
-37.343,148.488,334.5,2019-12-30,346,YALMY
-37.3071,147.928,422.0,2019-12-30,346,NUNNIONG
-37.0574,148.166,426.3,2019-12-30,346,BRUMBY
-37.4596,148.3369,423.7,2019-12-30,346,YALMY
-37.4019,147.5166,319.4,2019-12-30,346,MARTHAVALE
-37.3917,147.6288,374.4,2019-12-30,346,STIRLING
-37.3342,148.5063,318.7,2019-12-30,1310,YALMY
-37.4109,148.1249,352.3,2019-12-30,1310,BUCHAN
-37.4206,148.0654,344.5,2019-12-30,1310,BUCHAN
-37.6727,148.1624,472.4,2019-12-30,1310,WAIREWA
-37.3121,148.4617,326.9,2019-12-30,1310,YALMY
-37.2802,148.5957,328.2,2019-12-30,1310,BONANG
-37.617,148.2929,353.1,2019-12-30,1310,BETE BOLONG NORTH
-37.3797,148.2253,363.7,2019-12-30,1310,W TREE
-37.3072,148.55100000000002,335.6,2019-12-30,1310,GOONGERAH
-37.1737,148.5609,316.9,2019-12-30,1310,BONANG
-37.2444,148.3095,317.1,2019-12-30,1310,GELANTIPY
-37.4695,148.2742,431.6,2019-12-30,1310,BUCHAN
-37.4808,148.2641,500.0,2019-12-30,1310,BUCHAN
-37.4708,148.325,361.0,2019-12-30,1310,YALMY
-37.4633,148.4892,327.5,2019-12-30,1310,YALMY
-37.5589,148.0202,325.7,2019-12-30,1310,BUCHAN SOUTH
-37.4934,148.3056,352.7,2019-12-30,1310,YALMY
-37.3857,148.2202,318.8,2019-12-30,1310,MURRINDAL
-37.6816,148.0705,339.3,2019-12-30,1310,NOWA NOWA
-37.4539,148.4868,325.5,2019-12-30,1310,YALMY
-37.1983,148.4125,345.7,2019-12-30,1310,DEDDICK VALLEY
-37.5132,148.1844,336.5,2019-12-30,1310,BUCHAN
-37.3968,148.5683,368.0,2019-12-30,1310,NURRAN
-37.4444,148.33700000000002,362.7,2019-12-30,1310,YALMY
-37.4463,148.3248,395.3,2019-12-30,1310,YALMY
-37.4489,148.2489,352.7,2019-12-30,1310,BUCHAN
-37.4502,148.30100000000002,357.2,2019-12-30,1310,YALMY
-37.7238,148.2644,322.8,2019-12-30,1310,WOMBAT CREEK
-37.4089,148.1371,392.6,2019-12-30,1310,BUCHAN
-37.4738,148.1546,361.0,2019-12-30,1310,BUCHAN
-37.3591,147.9935,345.8,2019-12-30,1310,NUNNIONG
-37.7191,149.5272,374.5,2019-12-30,1310,WINGAN RIVER
-37.7259,149.487,328.1,2019-12-30,1310,WINGAN RIVER
-37.3395,148.6178,500.0,2019-12-30,1310,GOONGERAH
-37.6166,148.116,376.8,2019-12-30,1310,BUCHAN SOUTH
-37.4888,148.3937,391.7,2019-12-30,1310,YALMY
-37.64,148.2104,366.0,2019-12-30,1310,BUCHAN SOUTH
-37.5961,148.1234,321.6,2019-12-30,1310,BUCHAN SOUTH
-37.4486,148.4597,316.0,2019-12-30,1310,YALMY
-37.4367,148.1449,363.5,2019-12-30,1310,BUCHAN
-37.2165,148.3021,371.3,2019-12-30,1310,GELANTIPY
-37.5112,148.1966,345.2,2019-12-30,1310,BUCHAN
-37.4427,148.1078,358.3,2019-12-30,1310,BUCHAN
-37.5058,148.1699,357.6,2019-12-30,1310,BUCHAN
-37.5751,148.3713,389.1,2019-12-30,1310,YALMY
-37.231,148.3325,481.3,2019-12-30,1310,GELANTIPY
-37.7042,149.4948,333.1,2019-12-30,1310,WINGAN RIVER
-37.5477,148.0298,322.3,2019-12-30,1310,BUCHAN SOUTH
-37.4407,148.1202,369.6,2019-12-30,1310,BUCHAN
-37.719,149.533,377.6,2019-12-30,1310,WINGAN RIVER
-37.5126,148.2476,412.8,2019-12-30,1310,BUCHAN
-37.6978,149.5919,384.0,2019-12-30,1310,WINGAN RIVER
-37.7163,149.4841,332.3,2019-12-30,1310,WINGAN RIVER
-37.2092,148.2872,351.1,2019-12-30,1310,GELANTIPY
-37.7263,148.1891,375.3,2019-12-30,1310,WAIREWA
-37.5656,149.4073,315.9,2019-12-30,1310,WINGAN RIVER
-37.5974,149.4582,317.7,2019-12-30,1310,WINGAN RIVER
-37.566,149.4635,320.3,2019-12-30,1310,WINGAN RIVER
-37.7564,148.2154,323.3,2019-12-30,1310,WOMBAT CREEK
-37.5679,149.3939,332.9,2019-12-30,1310,WINGAN RIVER
-37.5397,149.4924,326.3,2019-12-30,1310,GENOA
-37.754,148.1965,343.3,2019-12-30,1310,TOSTAREE
-37.756,148.1844,341.9,2019-12-30,1310,TOSTAREE
-37.7429,148.2061,350.2,2019-12-30,1310,TOSTAREE
-37.4841,148.3032,338.0,2019-12-30,1310,YALMY
-37.7126,148.2741,324.2,2019-12-30,1310,BETE BOLONG
-37.3646,148.2592,326.5,2019-12-30,1310,W TREE
-37.6687,148.1866,500.0,2019-12-30,1310,WAIREWA
-37.6642,148.2737,325.9,2019-12-30,1310,BETE BOLONG
-37.7053,148.2594,342.2,2019-12-30,1310,BETE BOLONG
-37.7072,148.2473,368.6,2019-12-30,1310,BETE BOLONG
-37.6668,148.1986,500.0,2019-12-30,1310,WAIREWA
-37.7189,148.1747,384.6,2019-12-30,1310,WAIREWA
-37.6999,148.2327,432.4,2019-12-30,1310,BETE BOLONG
-37.7029,148.0947,341.1,2019-12-30,1310,NOWA NOWA
-37.7155,148.1359,430.8,2019-12-30,1310,WAIREWA
-37.7175,148.1239,337.7,2019-12-30,1310,NOWA NOWA
-37.6946,148.2059,500.0,2019-12-30,1310,WAIREWA
-37.6833,148.2157,480.1,2019-12-30,1310,BETE BOLONG
-37.7009,148.1069,371.8,2019-12-30,1310,NOWA NOWA
-37.6892,148.1795,448.1,2019-12-30,1310,WAIREWA
-37.6917,148.1044,458.6,2019-12-30,1310,NOWA NOWA
-37.6741,148.2132,423.6,2019-12-30,1310,BETE BOLONG
-37.6799,148.17700000000002,443.5,2019-12-30,1310,WAIREWA
-37.6897,148.1165,490.7,2019-12-30,1310,NOWA NOWA
-37.4794,148.3912,380.1,2019-12-30,1310,YALMY
-37.739000000000004,148.2303,335.1,2019-12-30,1310,WOMBAT CREEK
-37.3572,148.5707,360.5,2019-12-30,1310,GOONGERAH
-37.4183,148.4971,335.5,2019-12-30,1310,YALMY
-37.6439,148.1862,431.1,2019-12-30,1310,BUCHAN SOUTH
-37.4103,148.5462,436.3,2019-12-30,1310,NURRAN
-37.3538,148.5317,337.3,2019-12-30,1310,GOONGERAH
-37.2896,148.5982,334.3,2019-12-30,1310,BONANG
-37.4334,148.1056,345.3,2019-12-30,1310,BUCHAN
-37.4868,148.4059,366.5,2019-12-30,1310,YALMY
-37.4372,148.0817,348.1,2019-12-30,1310,BUCHAN
-37.4869,148.1328,390.3,2019-12-30,1310,BUCHAN
-37.3518,148.5441,343.3,2019-12-30,1310,GOONGERAH
-37.4726,148.49200000000002,328.7,2019-12-30,1310,NURRAN
-37.4875,148.3423,424.6,2019-12-30,1310,YALMY
-37.3612,148.5463,349.5,2019-12-30,1310,GOONGERAH
-37.3572,148.0054,345.6,2019-12-30,1310,BUCHAN
-37.4828,148.252,424.9,2019-12-30,1310,BUCHAN
-37.5951,149.4717,320.4,2019-12-30,1310,WINGAN RIVER
-37.578,149.4527,324.5,2019-12-30,1310,WINGAN RIVER
-37.425,148.3963,310.8,2019-12-30,1310,YALMY
-37.4922,148.4326,322.0,2019-12-30,1310,YALMY
-37.7502,148.2206,328.1,2019-12-30,1310,WOMBAT CREEK
-37.7603,148.1913,327.3,2019-12-30,1310,TOSTAREE
-37.5534,149.4121,334.6,2019-12-30,1310,WINGAN RIVER
-37.4648,148.3616,373.5,2019-12-30,1310,YALMY
-37.7409,148.2182,339.2,2019-12-30,1310,WOMBAT CREEK
-37.6746,148.1502,477.2,2019-12-30,1310,WAIREWA
-37.638000000000005,148.2225,328.5,2019-12-30,1310,BUCHAN SOUTH
-37.5078,148.1576,395.5,2019-12-30,1310,BUCHAN
-37.6624,148.1911,500.0,2019-12-30,1310,WAIREWA
-37.6361,148.2346,322.1,2019-12-30,1310,BUCHAN SOUTH
-37.6356,148.298,326.0,2019-12-30,1310,BETE BOLONG NORTH
-37.6375,148.2857,324.2,2019-12-30,1310,BETE BOLONG NORTH
-37.6648,148.1159,426.7,2019-12-30,1310,NOWA NOWA
-37.6651,148.0536,322.6,2019-12-30,1310,NOWA NOWA
-37.6478,148.1619,500.0,2019-12-30,1310,WAIREWA
-37.6536,148.1255,429.1,2019-12-30,1310,NOWA NOWA
-37.6632,148.0657,363.3,2019-12-30,1310,NOWA NOWA
-37.6268,148.2321,321.4,2019-12-30,1310,BUCHAN SOUTH
-37.6443,148.1231,415.7,2019-12-30,1310,BUCHAN SOUTH
-37.6327,148.1958,362.6,2019-12-30,1310,BUCHAN SOUTH
-37.6466,148.0488,366.7,2019-12-30,1310,NOWA NOWA
-37.5997,148.3397,417.6,2019-12-30,1310,YALMY
-37.6273,148.1692,479.0,2019-12-30,1310,BUCHAN SOUTH
-37.6447,148.0608,414.5,2019-12-30,1310,NOWA NOWA
-37.6332,148.1327,422.3,2019-12-30,1310,BUCHAN SOUTH
-37.6122,148.2029,322.8,2019-12-30,1310,BUCHAN SOUTH
-37.0929,148.10399999999998,354.6,2019-12-30,1310,WULGULMERANG WEST
-37.5944,148.3127,381.7,2019-12-30,1310,BETE BOLONG NORTH
-37.188,148.475,314.5,2019-12-30,1310,DEDDICK VALLEY
-37.5671,148.4198,465.2,2019-12-30,1310,YALMY
-37.6258,148.1184,391.1,2019-12-30,1310,BUCHAN SOUTH
-37.6316,148.0824,378.2,2019-12-30,1310,BUCHAN SOUTH
-37.4279,148.0796,344.5,2019-12-30,1310,BUCHAN
-37.2544,148.2484,313.8,2019-12-30,1310,BUTCHERS RIDGE
-37.5771,148.3591,436.6,2019-12-30,1310,YALMY
-37.591,148.2736,455.1,2019-12-30,1310,BETE BOLONG NORTH
-37.5981,148.1112,357.5,2019-12-30,1310,BUCHAN SOUTH
-37.1858,148.4879,325.4,2019-12-30,1310,DEDDICK VALLEY
-37.2148,148.4312,314.6,2019-12-30,1310,YALMY
-37.2268,148.358,375.5,2019-12-30,1310,GELANTIPY
-37.1812,148.575,333.9,2019-12-30,1310,BONANG
-37.2431,148.2583,333.4,2019-12-30,1310,BUTCHERS RIDGE
-37.233000000000004,148.3199,379.3,2019-12-30,1310,GELANTIPY
-37.2899,147.968,449.9,2019-12-30,1310,NUNNIONG
-37.1838,148.5,335.0,2019-12-30,1310,DEDDICK VALLEY
-37.1832,148.5632,315.0,2019-12-30,1310,BONANG
-37.2035,148.4404,316.5,2019-12-30,1310,DEDDICK VALLEY
-37.2196,148.3426,407.3,2019-12-30,1310,GELANTIPY
-37.2808,147.965,353.0,2019-12-30,1310,NUNNIONG
-37.1819,148.5119,320.4,2019-12-30,1310,DEDDICK VALLEY
-37.253,148.6407,338.5,2019-12-30,1310,BONANG
-37.6282,148.04399999999998,445.7,2019-12-30,1310,BUCHAN SOUTH
-37.2098,148.2239,472.6,2019-12-30,1310,GELANTIPY
-37.1963,148.4246,348.3,2019-12-30,1310,DEDDICK VALLEY
-37.2022,148.3891,319.0,2019-12-30,1310,DEDDICK VALLEY
-37.2304,148.2165,321.0,2019-12-30,1310,GELANTIPY
-37.4298,148.0678,370.3,2019-12-30,1310,BUCHAN
-37.3362,148.5787,373.2,2019-12-30,1310,GOONGERAH
-37.2058,148.2483,342.7,2019-12-30,1310,GELANTIPY
-37.1787,148.472,327.4,2019-12-30,1310,DEDDICK VALLEY
-37.1808,148.4591,315.4,2019-12-30,1310,DEDDICK VALLEY
-37.2071,148.2997,343.9,2019-12-30,1310,GELANTIPY
-37.1937,148.3219,338.7,2019-12-30,1310,GELANTIPY
-37.5718,148.3322,500.0,2019-12-30,1310,YALMY
-37.5537,148.4421,412.5,2019-12-30,1310,YALMY
-37.5598,148.4053,479.9,2019-12-30,1310,YALMY
-37.6093,148.1016,351.3,2019-12-30,1310,BUCHAN SOUTH
-37.5857,148.2467,350.0,2019-12-30,1310,BUCHAN SOUTH
-37.6073,148.1137,340.7,2019-12-30,1310,BUCHAN SOUTH
-37.5917,148.21,320.0,2019-12-30,1310,BUCHAN SOUTH
-37.5922,148.1474,319.4,2019-12-30,1310,BUCHAN SOUTH
-37.6209,148.0295,399.7,2019-12-30,1310,BUCHAN SOUTH
-37.6131,148.0776,353.7,2019-12-30,1310,BUCHAN SOUTH
-37.3145,148.6498,368.7,2019-12-30,1310,GOONGERAH
-37.5664,148.3056,500.0,2019-12-30,1310,BETE BOLONG NORTH
-37.5903,148.1593,317.8,2019-12-30,1310,BUCHAN SOUTH
-37.5724,148.2687,500.0,2019-12-30,1310,BETE BOLONG NORTH
-37.5552,148.2839,500.0,2019-12-30,1310,BETE BOLONG NORTH
-37.1432,148.1252,327.3,2019-12-30,1310,WULGULMERANG WEST
-37.2241,148.4338,312.4,2019-12-30,1310,YALMY
-37.3531,148.5955,393.9,2019-12-30,1310,GOONGERAH
-37.5391,148.4125,500.0,2019-12-30,1310,YALMY
-37.5551,148.3151,500.0,2019-12-30,1310,BETE BOLONG NORTH
-37.5877,148.2344,330.7,2019-12-30,1310,BUCHAN SOUTH
-37.5732,148.2046,326.4,2019-12-30,1310,BUCHAN SOUTH
-37.5335,148.4181,500.0,2019-12-30,1310,YALMY
-37.5513,148.3083,500.0,2019-12-30,1310,BETE BOLONG NORTH
-37.4741,148.3642,371.9,2019-12-30,1310,YALMY
-37.5651,148.2223,367.3,2019-12-30,1310,BUCHAN SOUTH
-37.5459,148.2816,500.0,2019-12-30,1310,BUCHAN SOUTH
-37.5863,148.0899,325.3,2019-12-30,1310,BUCHAN SOUTH
-37.5262,148.4033,424.8,2019-12-30,1310,YALMY
-37.5439,148.2937,500.0,2019-12-30,1310,YALMY
-37.5321,148.3666,418.8,2019-12-30,1310,YALMY
-37.5904,148.0035,355.3,2019-12-30,1310,BUCHAN SOUTH
-37.5479,148.2691,500.0,2019-12-30,1310,BUCHAN SOUTH
-37.579,148.0753,334.1,2019-12-30,1310,BUCHAN SOUTH
-37.5168,148.401,412.0,2019-12-30,1310,YALMY
-37.5346,148.2914,480.6,2019-12-30,1310,YALMY
-37.6921,148.2812,330.5,2019-12-30,1310,BETE BOLONG
-37.4721,148.3764,376.0,2019-12-30,1310,YALMY
-37.5485,148.2054,347.8,2019-12-30,1310,BUCHAN SOUTH
-37.5333,148.2397,500.0,2019-12-30,1310,BUCHAN SOUTH
-37.5735,148.0491,310.0,2019-12-30,1310,BUCHAN SOUTH
-37.5135,148.3618,418.0,2019-12-30,1310,YALMY
-37.5035,148.4229,327.2,2019-12-30,1310,YALMY
-37.5194,148.3251,468.7,2019-12-30,1310,YALMY
-37.4981,148.3962,395.0,2019-12-30,1310,YALMY
-37.5352,148.2273,500.0,2019-12-30,1310,BUCHAN SOUTH
-37.5372,148.2153,500.0,2019-12-30,1310,BUCHAN SOUTH
-37.5121,148.3104,456.0,2019-12-30,1310,YALMY
-37.5021,148.3717,388.6,2019-12-30,1310,YALMY
-37.4701,148.3887,379.4,2019-12-30,1310,YALMY
-37.5627,147.9964,355.7,2019-12-30,1310,BUCHAN SOUTH
-37.4948,148.3571,420.4,2019-12-30,1310,YALMY
-37.4828,148.4302,320.3,2019-12-30,1310,YALMY
-37.5086,148.27200000000002,452.5,2019-12-30,1310,BUCHAN
-37.4988,148.3326,384.6,2019-12-30,1310,YALMY
-37.5146,148.2354,368.6,2019-12-30,1310,BUCHAN
-37.4954,148.2935,403.5,2019-12-30,1310,YALMY
-37.5516,148.0058,329.5,2019-12-30,1310,BUCHAN SOUTH
-37.5092,148.2088,342.2,2019-12-30,1310,BUCHAN
-37.5151,148.1722,352.6,2019-12-30,1310,BUCHAN
-37.0824,148.2286,326.8,2019-12-30,1310,BRUMBY
-37.4861,148.2911,349.4,2019-12-30,1310,YALMY
-37.496,148.2306,387.6,2019-12-30,1310,BUCHAN
-37.498000000000005,148.2184,349.4,2019-12-30,1310,BUCHAN
-37.5118,148.1332,316.3,2019-12-30,1310,BUCHAN SOUTH
-37.5019,148.1942,338.6,2019-12-30,1310,BUCHAN
-37.4668,148.3494,387.8,2019-12-30,1310,YALMY
-37.0638,148.2236,337.3,2019-12-30,1310,BRUMBY
-37.4767,148.2889,352.6,2019-12-30,1310,YALMY
-37.4907,148.2038,329.0,2019-12-30,1310,BUCHAN
-37.0836,148.1015,315.8,2019-12-30,1310,BRUMBY
-37.0715,148.1762,317.6,2019-12-30,1310,BRUMBY
-37.4698,148.1793,324.0,2019-12-30,1310,BUCHAN
-37.4755,148.2375,403.2,2019-12-30,1310,BUCHAN
-37.4933,148.1283,340.8,2019-12-30,1310,BUCHAN SOUTH
-37.4814,148.2012,328.3,2019-12-30,1310,BUCHAN
-37.4537,148.3392,367.6,2019-12-30,1310,YALMY
-37.4694,148.24200000000002,404.5,2019-12-30,1310,BUCHAN
-37.0804,148.241,341.9,2019-12-30,1310,WULGULMERANG EAST
-37.4772,148.1936,320.5,2019-12-30,1310,BUCHAN
-37.4908,148.1085,320.3,2019-12-30,1310,BUCHAN SOUTH
-37.1152,148.0852,316.0,2019-12-30,1310,WULGULMERANG WEST
-37.4483,148.313,359.3,2019-12-30,1310,YALMY
-37.4542,148.2764,344.1,2019-12-30,1310,BUCHAN
-37.3759,148.576,360.8,2019-12-30,1310,GOONGERAH
-37.0711,148.2385,332.7,2019-12-30,1310,BRUMBY
-37.1279,148.1595,323.5,2019-12-30,1310,GELANTIPY
-37.4009,148.5433,393.8,2019-12-30,1310,NURRAN
-37.4449,148.2739,331.2,2019-12-30,1310,BUCHAN
-37.435,148.3348,351.8,2019-12-30,1310,YALMY
-37.1413,148.3159,368.8,2019-12-30,1310,WULGULMERANG EAST
-37.1089,148.1848,319.0,2019-12-30,1310,BRUMBY
-37.4257,148.3323,342.0,2019-12-30,1310,YALMY
-37.4703,148.1158,425.3,2019-12-30,1310,BUCHAN SOUTH
-37.1133,148.0972,316.7,2019-12-30,1310,WULGULMERANG WEST
-37.107,148.1964,317.1,2019-12-30,1310,BRUMBY
-37.4454,148.2106,343.3,2019-12-30,1310,MURRINDAL
-37.4611,148.1131,373.2,2019-12-30,1310,BUCHAN SOUTH
-37.1227,148.1324,459.6,2019-12-30,1310,WULGULMERANG WEST
-37.4223,148.2931,328.9,2019-12-30,1310,BUCHAN
-37.3922,148.4774,315.1,2019-12-30,1310,YALMY
-37.4459,148.1475,356.0,2019-12-30,1310,BUCHAN
-37.4243,148.2811,332.0,2019-12-30,1310,BUCHAN
-37.4553,148.1494,360.0,2019-12-30,1310,BUCHAN
-37.1223,148.1943,341.4,2019-12-30,1310,GELANTIPY
-37.3788,148.4994,388.3,2019-12-30,1310,YALMY
-37.4347,148.1571,369.1,2019-12-30,1310,BUCHAN
-37.135999999999996,148.1102,313.5,2019-12-30,1310,WULGULMERANG WEST
-37.3382,148.4815,330.9,2019-12-30,1310,YALMY
-37.3633,148.5341,343.0,2019-12-30,1310,GOONGERAH
-37.3548,148.0798,311.5,2019-12-30,1310,BUCHAN
-37.3354,148.6427,500.0,2019-12-30,1310,GOONGERAH
-37.1505,148.1403,364.7,2019-12-30,1310,WULGULMERANG WEST
